video_id,comment_id,reply_to_comment_id,original_text,translated_text,emoji_only,reply_to_original_text,reply_to_id,replied_to_translated,emoji_count,text_length,thread_depth,creator_category,manual_label,manual_label_new,video_moral_label
https://www.tiktok.com/@thepieterkriel/video/7504301019644431622,7504334453314208520,,Hey wena kwedini you're a future leader wena boi 👏👏👏,Hey you on the Midi You're a Future Loader You Boi,👏👏👏,,,,3,50,0,Middle,Unclear,Ubuntu,Ubuntu
https://www.tiktok.com/@thepieterkriel/video/7504301019644431622,7509286443963106080,,💪💪💪,,💪💪💪,,,,3,0,0,Middle,Unclear,Middle,Ubuntu
https://www.tiktok.com/@thepieterkriel/video/7479652795608567046,7500643484442903351,,"GOD bless you,😊","GOD bless you,",😊,,,,1,14,0,Middle,Ubuntu,Ubuntu,Middle
https://www.tiktok.com/@thepieterkriel/video/7479652795608567046,7497725399674176262,,you are brave and wise,you are brave and wise,,,,,0,22,0,Middle,Ubuntu,Ubuntu,Middle
https://www.tiktok.com/@thepieterkriel/video/7479652795608567046,7497993082589135621,,We need more people like you in South Africa.,We need more people like you in South Africa.,,,,,0,45,0,Middle,Ubuntu,Ubuntu,Middle
https://www.tiktok.com/@thepieterkriel/video/7479652795608567046,7491254279266960133,,Peter you are the next South African president. I wish you could go study Law and political studies. Engage with the people. Prepare yourself now. I am black and I will vote for you.,Peter you are the next South African president. I wish you could go study Law and political studies. Engage with the people. Prepare yourself now. I am black and I will vote for you.,,,,,0,182,0,Middle,Ubuntu,Ubuntu,Middle
https://www.tiktok.com/@thepieterkriel/video/7479652795608567046,7503858473596732165,,I think you going far bro with your mindset keep it up 👏👏👏📿,I think you going far bro with your mindset keep it up,👏👏👏📿,,,,4,54,0,Middle,Ubuntu,Ubuntu,Middle
https://www.tiktok.com/@thepieterkriel/video/7479652795608567046,7485655098485080837,,True leader...this young man will go far in life,True leader...this young man will go far in life,,,,,0,48,0,Middle,Ubuntu,Ubuntu,Middle
https://www.tiktok.com/@thepieterkriel/video/7479652795608567046,7499960745950741303,,well spoken,well spoken,,,,,0,11,0,Middle,Ubuntu,Ubuntu,Middle
https://www.tiktok.com/@thepieterkriel/video/7479652795608567046,7501730552384471863,,love you young man ....join the ANC right now and definitely you'll become the first white president of democratic South Africa,love you young man ....join the ANC right now and definitely you'll become the first white president of democratic South Africa,,,,,0,127,0,Middle,Middle,Ubuntu,Middle
https://www.tiktok.com/@thepieterkriel/video/7479652795608567046,7502753582366950149,,Do you have Capitec bank I want black people to do something for you 🙏🙏🙏🙏🙏🙏❤️❤️❤️you are powerful king,Do you have Capitec bank I want black people to do something for you you are powerful king,🙏🙏🙏🙏🙏🙏❤❤❤,,,,9,90,0,Middle,Ubuntu,Ubuntu,Middle
https://www.tiktok.com/@thepieterkriel/video/7479652795608567046,7502815157640512311,,"My request to you is that when others honor Trump 's offer, don't ever think of going. SA is your home. Stay with us. You belong here.","My request to you is that when others honor Trump 's offer, don't ever think of going. SA is your home. Stay with us. You belong here.",,,,,0,134,0,Middle,Middle,Ubuntu,Middle
https://www.tiktok.com/@thepieterkriel/video/7479652795608567046,7491105721524028203,,"Of course, racism is a fabrication.
Observe small children and how they share with each other irrespective of skin color or clothes or even cultural behavior.","Of course, racism is a fabrication.
Observe small children and how they share with each other irrespective of skin color or clothes or even cultural behavior.",,,,,0,158,0,Middle,Ubuntu,Ubuntu,Middle
https://www.tiktok.com/@thepieterkriel/video/7479652795608567046,7480442896128443141,,that's good keep it up with that good heart,that's good keep it up with that good heart,,,,,0,43,0,Middle,Ubuntu,Ubuntu,Middle
https://www.tiktok.com/@thepieterkriel/video/7479652795608567046,7480062526472372998,,"Protection protection protection for this blessing our mother earth has provided to us, 💕 PieterKriel...🇿🇦","Protection protection protection for this blessing our mother earth has provided to us,  PieterKriel...",💕,,,,1,103,0,Middle,Ubuntu,Ubuntu,Middle
https://www.tiktok.com/@thepieterkriel/video/7479652795608567046,7480959872336855813,,Mandela once said no one was born with hatred we are being taught or condintioned to hate,Mandela once said no one was born with hatred we are being taught or condintioned to hate,,,,,0,89,0,Middle,Ubuntu,Ubuntu,Middle
https://www.tiktok.com/@thepieterkriel/video/7479652795608567046,7487512237767754501,,you have the power to take south Africa where is supposed to be please young man you have what we need,you have the power to take south Africa where is supposed to be please young man you have what we need,,,,,0,102,0,Middle,Ubuntu,Ubuntu,Middle
https://www.tiktok.com/@thepieterkriel/video/7504301019644431622,7512012693764342533,,We need Rams to take you to the next meeting with Trump👌,We need Rams to take you to the next meeting with Trump,👌,,,,1,55,0,Middle,Middle,Ubuntu,Ubuntu
https://www.tiktok.com/@thepieterkriel/video/7504301019644431622,7504364670418371383,,Power to truth👏,Power to truth,👏,,,,1,14,0,Middle,Ubuntu,Ubuntu,Ubuntu
https://www.tiktok.com/@thepieterkriel/video/7504301019644431622,7504579841560478486,7.50436068941154E+18,Everyone’s ancestors were barbaric at a point. Let’s live in the present instead of the past,Everyones ancestors were barbaric at a point. Lets live in the present instead of the past,,"What culture is pillaging, murder, exploitation? You should be ashamed of your barbaric ancestors.",7.50436068941154E+18,"What culture is pillaging, murder, exploitation? You should be ashamed of your barbaric ancestors.",0,90,1,Middle,Middle,Ubuntu,Ubuntu
