video_id,comment_id,reply_to_comment_id,original_text,translated_text,emoji_only,reply_to_original_text,reply_to_id,replied_to_translated,emoji_count,text_length,thread_depth,creator_category,manual_label,manual_label_new,video_moral_label
https://www.tiktok.com/@yerik.jomei/video/7371510272684494085,7371830281072116486,,😂😂😂😂😂,,😂😂😂😂😂,,,,5,0,0,Ubuntu,Unclear,Middle,Ubuntu
https://www.tiktok.com/@yerik.jomei/video/7371510272684494085,7372396837502518022,,🤣🤣🤣 This is this is so wholesome and cute best advice 🤣🤣🤣🤣,This is this is so wholesome and cute best advice,🤣🤣🤣🤣🤣🤣🤣,,,,7,49,0,Ubuntu,Ubuntu,Ubuntu,Ubuntu
https://www.tiktok.com/@yerik.jomei/video/7371510272684494085,7371841484662604549,,You made my day😂💜,You made my day,😂💜,,,,2,15,0,Ubuntu,Ubuntu,Ubuntu,Ubuntu
https://www.tiktok.com/@yerik.jomei/video/7371510272684494085,7372948642342699782,,Love your content!🥰🥰,Love your content!,🥰🥰,,,,2,18,0,Ubuntu,Ubuntu,Ubuntu,Ubuntu
https://www.tiktok.com/@yerik.jomei/video/7371510272684494085,7372830215875691270,,"Thanks for the lecture, very informative. When are you teaching chapter 2😅😂🤣😂😅😂🤣","Thanks for the lecture, very informative. When are you teaching chapter 2",😅😂🤣😂😅😂🤣,,,,7,73,0,Ubuntu,Ubuntu,Ubuntu,Ubuntu
https://www.tiktok.com/@yerik.jomei/video/7371510272684494085,7372204803093791494,,Ahhh ngaze ngasithanda lestufuza 🥰,Ahhh I even loved the Lumfuza,🥰,,,,1,29,0,Ubuntu,Ubuntu,Ubuntu,Ubuntu
https://www.tiktok.com/@yerik.jomei/video/7371510272684494085,7373767656120091397,,I love your energy. 🔥,I love your energy.,🔥,,,,1,19,0,Ubuntu,Ubuntu,Ubuntu,Ubuntu
https://www.tiktok.com/@yerik.jomei/video/7382628728012033285,7414536856668996358,,😂😂😂❤️you are my Oxygen,you are my Oxygen,😂😂😂❤,,,,4,17,0,Ubuntu,Ubuntu,Ubuntu,Ubuntu
https://www.tiktok.com/@yerik.jomei/video/7382628728012033285,7383090417053876998,,@@excuse my beauty_20❤ factsss.🔥🔥🔥,@@excuse my beauty_20 factsss.,❤🔥🔥🔥,,,,4,30,0,Ubuntu,Ubuntu,Ubuntu,Ubuntu
https://www.tiktok.com/@yerik.jomei/video/7382628728012033285,7413849812287734534,,Keep up the good spirit 🥰🥰🥰,Keep up the good spirit,🥰🥰🥰,,,,3,23,0,Ubuntu,Ubuntu,Ubuntu,Ubuntu
https://www.tiktok.com/@yerik.jomei/video/7382628728012033285,7382889513863987973,,Amen it is the goodness of God that needs to chase us😂😂😂,Amen it is the goodness of God that needs to chase us,😂😂😂,,,,3,53,0,Ubuntu,Ubuntu,Ubuntu,Ubuntu
https://www.tiktok.com/@yerik.jomei/video/7390104980440583429,7390233245558964998,,I just love you man🥰,I just love you man,🥰,,,,1,19,0,Ubuntu,Ubuntu,Ubuntu,Ubuntu
https://www.tiktok.com/@yerik.jomei/video/7390104980440583429,7391646081770472197,,the end🥺❤️,the end,🥺❤,,,,2,7,0,Ubuntu,Unclear,Ubuntu,Ubuntu
https://www.tiktok.com/@yerik.jomei/video/7390104980440583429,7390828216560714501,,🙌🏾 stay blessed,stay blessed,🙌🏾,,,,2,12,0,Ubuntu,Ubuntu,Ubuntu,Ubuntu
https://www.tiktok.com/@yerik.jomei/video/7390104980440583429,7420515896270111494,,You're the best my brudda I love yr content😂,You're the best my brudda I love yr content,😂,,,,1,43,0,Ubuntu,Ubuntu,Ubuntu,Ubuntu
https://www.tiktok.com/@yerik.jomei/video/7390104980440583429,7392360360054964997,,BE BLESSED 🙏🙏🙏😇,BE BLESSED,🙏🙏🙏😇,,,,4,10,0,Ubuntu,Ubuntu,Ubuntu,Ubuntu
https://www.tiktok.com/@yerik.jomei/video/7390104980440583429,7390721764923278086,,I love this!❤️,I love this!,❤,,,,1,12,0,Ubuntu,Ubuntu,Ubuntu,Ubuntu
https://www.tiktok.com/@yerik.jomei/video/7390104980440583429,7391544328038630150,,thank you😂😂,thank you,😂😂,,,,2,9,0,Ubuntu,Ubuntu,Ubuntu,Ubuntu
https://www.tiktok.com/@yerik.jomei/video/7390104980440583429,7390873457489478405,,God for me ☺️☺️,God for me,☺☺,,,,2,10,0,Ubuntu,Unclear,Ubuntu,Ubuntu
https://www.tiktok.com/@yerik.jomei/video/7390104980440583429,7413867606490432261,,You just gained a follower😂😂😂😂,You just gained a follower,😂😂😂😂,,,,4,26,0,Ubuntu,Ubuntu,Ubuntu,Ubuntu
https://www.tiktok.com/@yerik.jomei/video/7408601598735289605,7414510648833016581,,im the denial and thanks for the God content,im the denial and thanks for the God content,,,,,0,44,0,Ubuntu,Unclear,Ubuntu,Ubuntu
https://www.tiktok.com/@yerik.jomei/video/7408601598735289605,7408839662133805830,,Amen 🙏,Amen,🙏,,,,1,4,0,Ubuntu,Ubuntu,Ubuntu,Ubuntu
https://www.tiktok.com/@yerik.jomei/video/7408601598735289605,7408862074572997381,,😂😂😂😂😂😂reset it you dreamt you married 😅😅God is amazing 👏,reset it you dreamt you married God is amazing,😂😂😂😂😂😂😅😅👏,,,,9,46,0,Ubuntu,Unclear,Ubuntu,Ubuntu
https://www.tiktok.com/@yerik.jomei/video/7511779456135073080,7512053422428226309,,funny how he said the last one to me .😂❤️,funny how he said the last one to me .,😂❤,,,,2,38,0,Ubuntu,Unclear,Ubuntu,Ubuntu
https://www.tiktok.com/@yerik.jomei/video/7511779456135073080,7512128684414731014,7.51210887516547E+18,Real,Real,,never say I luv ya more than anything,7.51210887516547E+18,never say I luv ya more than anything,0,4,1,Ubuntu,Unclear,Ubuntu,Ubuntu
https://www.tiktok.com/@yerik.jomei/video/7511779456135073080,7513530039624303416,,I love the way it all leads back to Jesus our Lord and Saviour,I love the way it all leads back to Jesus our Lord and Saviour,,,,,0,62,0,Ubuntu,Ubuntu,Ubuntu,Ubuntu
https://www.tiktok.com/@yerik.jomei/video/7511779456135073080,7511827414319334200,,"Thank you please, someone had to say it 😂😂😂😂🤷‍♀️😂😂🤷‍♀️..","Thank you please, someone had to say it ..",😂😂😂😂🤷♀😂😂🤷♀,,,,10,42,0,Ubuntu,Ubuntu,Ubuntu,Ubuntu
https://www.tiktok.com/@yerik.jomei/video/7371510272684494085,7373748348111045409,,zayaan reposted,zayaan reposted,,,,,0,15,0,Ubuntu,Unclear,Middle,Ubuntu
https://www.tiktok.com/@yerik.jomei/video/7371510272684494085,7371828608267289350,,@Tebogo Mogashoa 😭,@Tebogo Mogashoa,😭,,,,1,16,0,Ubuntu,Unclear,Middle,Ubuntu
https://www.tiktok.com/@yerik.jomei/video/7371510272684494085,7372036457684452101,,amen,amen,,,,,0,4,0,Ubuntu,Unclear,Middle,Ubuntu
https://www.tiktok.com/@yerik.jomei/video/7371510272684494085,7391965723654357766,,@moo,@moo,,,,,0,4,0,Ubuntu,Unclear,Middle,Ubuntu
https://www.tiktok.com/@yerik.jomei/video/7371510272684494085,7373960753878254342,,🤣🤣🤣,,🤣🤣🤣,,,,3,0,0,Ubuntu,Unclear,Middle,Ubuntu
https://www.tiktok.com/@yerik.jomei/video/7371510272684494085,7371793262833746693,,Best advice😂,Best advice,😂,,,,1,11,0,Ubuntu,Ubuntu,Middle,Ubuntu
https://www.tiktok.com/@yerik.jomei/video/7371510272684494085,7372041687705125638,,😂😂😂😂,,😂😂😂😂,,,,4,0,0,Ubuntu,Unclear,Middle,Ubuntu
https://www.tiktok.com/@yerik.jomei/video/7371510272684494085,7382790318439449350,,yes yesss,yes yesss,,,,,0,9,0,Ubuntu,Unclear,Middle,Ubuntu
https://www.tiktok.com/@yerik.jomei/video/7371510272684494085,7388481017550996230,,😂😂😂,,😂😂😂,,,,3,0,0,Ubuntu,Unclear,Middle,Ubuntu
https://www.tiktok.com/@yerik.jomei/video/7371510272684494085,7371843045740249862,,A guy once told me that l look like trouble 😂😂,A guy once told me that l look like trouble,😂😂,,,,2,43,0,Ubuntu,Unclear,Middle,Ubuntu
https://www.tiktok.com/@yerik.jomei/video/7371510272684494085,7372630025855566597,,dragged 😭,dragged,😭,,,,1,7,0,Ubuntu,Unclear,Middle,Ubuntu
https://www.tiktok.com/@yerik.jomei/video/7371510272684494085,7371519082841228038,,Oh thats why I'm still single,Oh thats why I'm still single,,,,,0,29,0,Ubuntu,Unclear,Middle,Ubuntu
https://www.tiktok.com/@yerik.jomei/video/7371510272684494085,7371891150833337093,,@R✨️chase your crush😭😭😭😭🔥,@Rchase your crush,✨😭😭😭😭🔥,,,,6,18,0,Ubuntu,Unclear,Middle,Ubuntu
