"avatarThumbnail","cid","createTime","createTimeISO","detailedMentions/0/nickName","detailedMentions/0/profileUrl","detailedMentions/0/secUid","detailedMentions/0/userId","detailedMentions/1/nickName","detailedMentions/1/profileUrl","detailedMentions/1/secUid","detailedMentions/1/userId","detailedMentions/2/nickName","detailedMentions/2/profileUrl","detailedMentions/2/secUid","detailedMentions/2/userId","detailedMentions/3/nickName","detailedMentions/3/profileUrl","detailedMentions/3/secUid","detailedMentions/3/userId","detailedMentions/4/nickName","detailedMentions/4/profileUrl","detailedMentions/4/secUid","detailedMentions/4/userId","diggCount","input","likedByAuthor","mentions/0","mentions/1","mentions/2","mentions/3","mentions/4","pinnedByAuthor","repliesToId","replyCommentTotal","text","uid","uniqueId","videoWebUrl"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/3fdeab7cae7378739891e7df5a159bd3~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=2da40cae&x-expires=1756396800&x-signature=TSsObnGNVFAQjHJh9qeYLJR9DOE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva","7543286957310755585","1756308371","2025-08-27T15:26:11.000Z",,,,,,,,,,,,,,,,,,,,,"0","dr_phillips_superster","false",,,,,,"false",,"0","Champ in die huis 👍👍👍","7242474557049766918","martin.de.lange7","https://www.tiktok.com/@dr_phillips_superster/video/7543283321607048468"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/fdcfead970371f6002996ed73fa98cbe~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=5eec58ce&x-expires=1756396800&x-signature=ouvsZFRR1zApcCoDgTPUiqdzFXU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva","7543286563997926151","1756308274","2025-08-27T15:24:34.000Z",,,,,,,,,,,,,,,,,,,,,"2","dr_phillips_superster","false",,,,,,"false",,"0","wie defok betaal vir silke kak","7200027713737622534","lil_dre_official","https://www.tiktok.com/@dr_phillips_superster/video/7543283321607048468"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/6930b8bdf2b4bf7a367b9216d5425c62~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=db944821&x-expires=1756396800&x-signature=IAuYAayI3%2FU6SfgiAF7kMFccvkM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7531418120632664839","1753544932","2025-07-26T15:48:52.000Z",,,,,,,,,,,,,,,,,,,,,"7","dr_phillips_superster","false",,,,,,"false",,"3","Hoekom dye jy jou beard?","7144748522771137542","quinna_82","https://www.tiktok.com/@dr_phillips_superster/video/7523298320551300358"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/f34d6451bac1c4c94900dba31758f935~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f1994d05&x-expires=1756396800&x-signature=mzW01%2B1oIGjy9tAMrZiah1tBpnE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7523465425893819141","1751693330","2025-07-05T05:28:50.000Z",,,,,,,,,,,,,,,,,,,,,"13","dr_phillips_superster","false",,,,,,"false",,"0","Gee my jou pakkie se nommer 😂💪","6790274121131377669","querossi","https://www.tiktok.com/@dr_phillips_superster/video/7523298320551300358"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/51d8184b36270b11aed1037cbe7d5273~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7954a60a&x-expires=1756396800&x-signature=7ToQ2OW7yZD9FP%2BcwaHjKzcJ%2F80%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7525655286528656133","1752203188","2025-07-11T03:06:28.000Z",,,,,,,,,,,,,,,,,,,,,"4","dr_phillips_superster","false",,,,,,"false",,"0","hahaha naaste wat jy aan I steek sal kom","6848832135269745670","wihanpieterse","https://www.tiktok.com/@dr_phillips_superster/video/7523298320551300358"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/378933ee0e7d6050b679db78c1cee425~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e1571992&x-expires=1756396800&x-signature=7x7iNfZPuH%2B9iy4Ewe4HIv4f7ek%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7535599550846288660","1754518514","2025-08-06T22:15:14.000Z",,,,,,,,,,,,,,,,,,,,,"0","dr_phillips_superster","false",,,,,,"false",,"0","Ja nee","7466446952475280389","henrykruger810","https://www.tiktok.com/@dr_phillips_superster/video/7523298320551300358"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/f5da6227b04be5ac72cfa263580b81c8~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=43b295dd&x-expires=1756396800&x-signature=OHe6dBhi20rLpPb1LT7Fbh%2B%2Bd2U%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7534993523494896402","1754377402","2025-08-05T07:03:22.000Z",,,,,,,,,,,,,,,,,,,,,"0","dr_phillips_superster","false",,,,,,"false",,"0","sonbril in di huis...","7478681917227795463","jc59026","https://www.tiktok.com/@dr_phillips_superster/video/7523298320551300358"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/f1e8a81c1ec9898643b0225f78af8b1a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a027498a&x-expires=1756396800&x-signature=Jii%2Bbssw%2BsRqzhrU9v00T7X2BBs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7523481345549452037","1751697024","2025-07-05T06:30:24.000Z",,,,,,,,,,,,,,,,,,,,,"6","dr_phillips_superster","false",,,,,,"false",,"2","die een ini agter grond het swagg","7313445367458104326","jackie.oberholzer","https://www.tiktok.com/@dr_phillips_superster/video/7523298320551300358"
"https://p19-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/ec83c7680ec08ea3dc7f98c4a1a753a9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=bfd2245a&x-expires=1756396800&x-signature=C7kUJvTtIDjb5BWUz4%2F6Jv7VWKc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7528055129241600774","1752761929","2025-07-17T14:18:49.000Z",,,,,,,,,,,,,,,,,,,,,"0","dr_phillips_superster","false",,,,,,"false",,"0","die een van die voor Kant is gorgeous","7307867565592806405","oopsie_doopsie11","https://www.tiktok.com/@dr_phillips_superster/video/7523298320551300358"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/55201d89920a216b373984fb4740f128~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ccca8bae&x-expires=1756396800&x-signature=7tywNdBTG442p%2F%2FA5x%2FE%2Ff3CmVI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7530633170447467269","1753362181","2025-07-24T13:03:01.000Z",,,,,,,,,,,,,,,,,,,,,"0","dr_phillips_superster","false",,,,,,"false",,"0","please 😂what you going to do after 25th 😂","7500239738546717714","oniel.stegmann","https://www.tiktok.com/@dr_phillips_superster/video/7523298320551300358"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/e91088cbcc1b8a812b6aede14f5f8843~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0aac7c51&x-expires=1756396800&x-signature=vmylvOUL7xHELxtLnsPa6ZEn4VY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7537668133780292360","1755000208","2025-08-12T12:03:28.000Z",,,,,,,,,,,,,,,,,,,,,"0","dr_phillips_superster","false",,,,,,"false",,"0","Awe","6876877976895128582","user8150608137546","https://www.tiktok.com/@dr_phillips_superster/video/7523298320551300358"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/7b94ae096ff59946f40aa6ad123d86a9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4588a419&x-expires=1756396800&x-signature=uBJdl8CN1Zig1trXAHbmXKzLXRs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7524381209372230405","1751906527","2025-07-07T16:42:07.000Z",,,,,,,,,,,,,,,,,,,,,"0","dr_phillips_superster","false",,,,,,"false",,"0","I Phillips 🤣🤣🤣👌","7139508619381605382","carolsesonneblom","https://www.tiktok.com/@dr_phillips_superster/video/7523298320551300358"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/7d87ef1ed376e2e7aeff8a15fc5e5eb7~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4a4093eb&x-expires=1756396800&x-signature=lM9vLb0ik5EXLYoww9aJNioH268%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7523301875397133062","1751655231","2025-07-04T18:53:51.000Z",,,,,,,,,,,,,,,,,,,,,"3","dr_phillips_superster","false",,,,,,"false",,"0","lyk goed , champ in the house 👌👌👌","7056796431214920709","nopsie777","https://www.tiktok.com/@dr_phillips_superster/video/7523298320551300358"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/93bfdd092d2acef7de5b0caff7588083~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9c45752e&x-expires=1756396800&x-signature=28gsnmjpql6x9Szqpfau8NmCMdY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7523312943821406982","1751657807","2025-07-04T19:36:47.000Z",,,,,,,,,,,,,,,,,,,,,"3","dr_phillips_superster","false",,,,,,"false",,"0","yster ini huis💪🏻","6651116838334005254","paulconradie123","https://www.tiktok.com/@dr_phillips_superster/video/7523298320551300358"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/97550026d77dc92572a9b01af8d97fe9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9193b8c0&x-expires=1756396800&x-signature=CvNteEBAgJgrmhmYK1rEA0NxbqQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7523317716201292550","1751658919","2025-07-04T19:55:19.000Z",,,,,,,,,,,,,,,,,,,,,"1","dr_phillips_superster","false",,,,,,"false",,"0","champ","7375561502953112582","pannekoek_1001","https://www.tiktok.com/@dr_phillips_superster/video/7523298320551300358"
"https://p19-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/0a03b1ef4a6a0a1d9b83d17d264c7716~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3197174b&x-expires=1756396800&x-signature=Zx7neZ81GACFmUqslNA1sVH6bPY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7531295491620864824","1753516398","2025-07-26T07:53:18.000Z",,,,,,,,,,,,,,,,,,,,,"0","dr_phillips_superster","false",,,,,,"false",,"0","","7470052953723012102","eustaceballbagges","https://www.tiktok.com/@dr_phillips_superster/video/7523298320551300358"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/e593925b3d27ffd0491cd68193d1fef4~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=bd7999a7&x-expires=1756396800&x-signature=gAkhOvAG53m8aKub7wEkTzTRDyA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7528120439282516792","1752777395","2025-07-17T18:36:35.000Z",,,,,,,,,,,,,,,,,,,,,"0","dr_phillips_superster","false",,,,,,"false",,"0","banggat","7451947158335095813","eugeneuys728","https://www.tiktok.com/@dr_phillips_superster/video/7523298320551300358"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/1c13eecd7ac1bcd61d86fc1967e071b8~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=218874dc&x-expires=1756396800&x-signature=0zLJlkNkP9enCNOhlrBicLlZblA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7541778582164194066","1755957167","2025-08-23T13:52:47.000Z",,,,,,,,,,,,,,,,,,,,,"0","dr_phillips_superster","false",,,,,,"false",,"0","💀😂👌","7531254103830447110","aka_jasonn","https://www.tiktok.com/@dr_phillips_superster/video/7523298320551300358"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/f1e8a81c1ec9898643b0225f78af8b1a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a027498a&x-expires=1756396800&x-signature=Jii%2Bbssw%2BsRqzhrU9v00T7X2BBs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7523481136082797368","1751696985","2025-07-05T06:29:45.000Z",,,,,,,,,,,,,,,,,,,,,"1","dr_phillips_superster","false",,,,,,"false",,"0","😂😭😂😭","7313445367458104326","jackie.oberholzer","https://www.tiktok.com/@dr_phillips_superster/video/7523298320551300358"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/8bf4ae4e035927ea49f7ffd131a7cfdb~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=77535e37&x-expires=1756396800&x-signature=67UO9%2FEHwfCXNpV7J%2FRwEBr%2Ffy4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7523498938075906872","1751701123","2025-07-05T07:38:43.000Z",,,,,,,,,,,,,,,,,,,,,"1","dr_phillips_superster","false",,,,,,"false",,"0","🏆","7205351653444092934","christo..89","https://www.tiktok.com/@dr_phillips_superster/video/7523298320551300358"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/84711f38ca67ef1670ac7dcd59eac623~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=69c02177&x-expires=1756396800&x-signature=uIe1YEQrkAboON1Gky0pQsBZzZg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7530539774843814662","1753340441","2025-07-24T07:00:41.000Z",,,,,,,,,,,,,,,,,,,,,"0","dr_phillips_superster","false",,,,,,"false",,"0","🥰🥰🥰🥰🥰🥰","6985530334369432582","stephendupie","https://www.tiktok.com/@dr_phillips_superster/video/7523298320551300358"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/86fa93f2ba6d0699e979fa5080c47bb3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7ec79117&x-expires=1756396800&x-signature=5w17fs%2BS08v7%2FHDlexmMJcHLMIk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7525113835595744056","1752077111","2025-07-09T16:05:11.000Z",,,,,,,,,,,,,,,,,,,,,"0","dr_phillips_superster","false",,,,,,"false",,"0","😂😂🙈","6794121235808683013","quinna_marsh69","https://www.tiktok.com/@dr_phillips_superster/video/7523298320551300358"
